name,location,address,tel,type,typecode,business_area,cityname,adname,pname,shopinfo,photos,distance,biz_ext,longitude,latitude,rating,cost,photo_urls
龙大婶饽饽铺,"116.411802,39.903229",台基厂大街16号,010-65129770,餐饮服务;糕饼店;糕饼店,050800,,北京市,东城区,北京市,0,"{'title': [], 'url': 'https://aos-comment.amap.com/B0FFJZXT4L/comment/content_media_external_file_1000061035_ss__1745239141465_16675303.jpg'},{'title': [], 'url': 'https://aos-comment.amap.com/B0FFJZXT4L/comment/DC5B78CC_27E1_493B_B611_72A2ABC04813_L0_001_1500_2000_1736150777765_61505645.jpg'},{'title': [], 'url': 'https://aos-comment.amap.com/B0FFJZXT4L/comment/D010F3A1_CE9A_4CB3_B739_C5D98FFCB8E6_L0_001_2016_1512_1744178163218_40802073.jpg'}",,"{""cost"": ""28.00"", ""opentime2"": ""周一至周日 07:30-21:00"", ""rating"": ""4.6"", ""open_time"": ""07:30-21:00"", ""meal_ordering"": ""0""}",116.411802,39.903229,4.6,28.00,"https://aos-comment.amap.com/B0FFJZXT4L/comment/content_media_external_file_1000061035_ss__1745239141465_16675303.jpg,https://aos-comment.amap.com/B0FFJZXT4L/comment/DC5B78CC_27E1_493B_B611_72A2ABC04813_L0_001_1500_2000_1736150777765_61505645.jpg,https://aos-comment.amap.com/B0FFJZXT4L/comment/D010F3A1_CE9A_4CB3_B739_C5D98FFCB8E6_L0_001_2016_1512_1744178163218_40802073.jpg"
紫光园(崇文门店),"116.412843,39.899486",东打磨厂7号宝鼎中心B座一层,19953405072,餐饮服务;中餐厅;清真菜馆,050121,,北京市,东城区,北京市,0,"{'title': [], 'url': 'http://store.is.autonavi.com/query_pic?id=stc56029d4-8f36-4428-b61d-aded6ac2fe6d&user=search&operate=original'},{'title': [], 'url': 'http://store.is.autonavi.com/showpic/37f622858495a007669a3610d633a3d8'},{'title': [], 'url': 'https://aos-comment.amap.com/B0H04DCOJK/comment/content_media_external_images_media_115838_ss__1739664889264_86431922.jpg'}",,"{""cost"": ""77.00"", ""opentime2"": ""周一至周日 06:00-22:00"", ""rating"": ""4.8"", ""open_time"": ""06:00-22:00"", ""meal_ordering"": ""0""}",116.412843,39.899486,4.8,77.00,"http://store.is.autonavi.com/query_pic?id=stc56029d4-8f36-4428-b61d-aded6ac2fe6d&user=search&operate=original,http://store.is.autonavi.com/showpic/37f622858495a007669a3610d633a3d8,https://aos-comment.amap.com/B0H04DCOJK/comment/content_media_external_images_media_115838_ss__1739664889264_86431922.jpg"
尹三豆汁(王府井喜悦店),"116.410208,39.909568",王府井大街301号王府井喜悦B1层,17313516569;19950501915,餐饮服务;冷饮店;冷饮店|餐饮服务;中餐厅;中餐厅,050700|050100,东单,北京市,东城区,北京市,0,"{'title': [], 'url': 'https://aos-comment.amap.com/B0KDVRP50V/comment/content_media_external_file_1000042670_ss__1763446529505_17685114.jpg'},{'title': [], 'url': 'https://aos-comment.amap.com/B0KDVRP50V/comment/content_media_external_file_100033204_1764655515647_83825113.jpg'},{'title': [], 'url': 'https://aos-comment.amap.com/B0KDVRP50V/comment/3781A815_C6DF_4BEB_8CEC_E01A0A1D3E97_L0_001_1500_200_1768368708245_02001572.jpg'}",,"{""cost"": ""19.00"", ""opentime2"": ""周一至周日 10:30-21:30"", ""rating"": ""4.6"", ""open_time"": ""10:30-21:30"", ""meal_ordering"": ""0""}",116.410208,39.909568,4.6,19.00,"https://aos-comment.amap.com/B0KDVRP50V/comment/content_media_external_file_1000042670_ss__1763446529505_17685114.jpg,https://aos-comment.amap.com/B0KDVRP50V/comment/content_media_external_file_100033204_1764655515647_83825113.jpg,https://aos-comment.amap.com/B0KDVRP50V/comment/3781A815_C6DF_4BEB_8CEC_E01A0A1D3E97_L0_001_1500_200_1768368708245_02001572.jpg"
温鼎府·海鲜火锅(前门23号院店),"116.401055,39.901156",前门东大街前门23号院内(正阳门东10米),010-65270128,餐饮服务;中餐厅;火锅店,050117,,北京市,东城区,北京市,0,"{'title': [], 'url': 'https://store.is.autonavi.com/showpic/9382853aad2cb0ed66a56d14c43fc1fe'},{'title': [], 'url': 'https://aos-comment.amap.com/B0FFGY9C9P/comment/content_media_external_file_1000037196_ss__1766830494890_02950114.jpg'},{'title': [], 'url': 'https://aos-comment.amap.com/B0FFGY9C9P/comment/0fd2edcd8c1c58593dec1d7d5046096b_2048_2048_80.jpg'}",,"{""cost"": ""449.00"", ""opentime2"": ""10:00-14:00；17:00-22:00,2026-02-16至2026-02-2310:00-22:00"", ""rating"": ""4.8"", ""open_time"": ""10:00-14:00 17:00-22:00 10:00-22:00"", ""meal_ordering"": ""0""}",116.401055,39.901156,4.8,449.00,"https://store.is.autonavi.com/showpic/9382853aad2cb0ed66a56d14c43fc1fe,https://aos-comment.amap.com/B0FFGY9C9P/comment/content_media_external_file_1000037196_ss__1766830494890_02950114.jpg,https://aos-comment.amap.com/B0FFGY9C9P/comment/0fd2edcd8c1c58593dec1d7d5046096b_2048_2048_80.jpg"
方砖厂69号炸酱面(王府井喜悦店),"116.410559,39.909841",王府井喜悦购物中心负一层102内P012号,19520101523,餐饮服务;中餐厅;中餐厅,050100,东单,北京市,东城区,北京市,0,"{'title': [], 'url': 'https://aos-comment.amap.com/B0K6NY43YG/comment/f9be4bcca47f8d5a44abd7ad2a9ec974_2048_2048_80.jpg'},{'title': [], 'url': 'https://aos-comment.amap.com/B0K6NY43YG/comment/5ee92db67dcb89d1052ec77f837c6f71_2048_2048_80.jpg'},{'title': [], 'url': 'https://aos-comment.amap.com/B0K6NY43YG/comment/8CB3CD8E_A60B_43E8_8B2E_6FF9A793D373_L0_001_1536_204_1753248287159_74572735.jpg'}",,"{""cost"": ""38.00"", ""opentime2"": ""10:00-21:30,2026-02-1610:00-17:00"", ""rating"": ""4.7"", ""open_time"": ""10:00-21:30 10:00-17:00"", ""meal_ordering"": ""0""}",116.410559,39.909841,4.7,38.00,"https://aos-comment.amap.com/B0K6NY43YG/comment/f9be4bcca47f8d5a44abd7ad2a9ec974_2048_2048_80.jpg,https://aos-comment.amap.com/B0K6NY43YG/comment/5ee92db67dcb89d1052ec77f837c6f71_2048_2048_80.jpg,https://aos-comment.amap.com/B0K6NY43YG/comment/8CB3CD8E_A60B_43E8_8B2E_6FF9A793D373_L0_001_1536_204_1753248287159_74572735.jpg"
潮府林苑·潮州菜(故宫店),"116.404869,39.909245",北库司胡同1号(天安门东地铁站B东北口步行340米),18518355380,餐饮服务;餐饮相关场所;餐饮相关,050000,王府井,北京市,东城区,北京市,0,"{'title': [], 'url': 'https://aos-comment.amap.com/B0JDPRN8A5/headerImg/723549011a26ac31c09d48aede99fdab_2048_2048_80.jpg'},{'title': [], 'url': 'https://aos-comment.amap.com/B0JDPRN8A5/comment/111CAF6C_FC1A_4A0C_BA56_1548218D510C_L0_001_1500_200_1759848824776_09316145.jpg'},{'title': [], 'url': 'https://aos-comment.amap.com/B0JDPRN8A5/comment/E40235A3_607B_4201_A57A_63EE9FB76EB5_L0_001_1500_200_1759848824776_00034704.jpg'}",,"{""cost"": ""215.00"", ""opentime2"": ""周一至周日 11:00-14:00,17:00-21:00"", ""rating"": ""4.6"", ""open_time"": ""11:00-14:00 17:00-21:00"", ""meal_ordering"": ""0""}",116.404869,39.909245,4.6,215.00,"https://aos-comment.amap.com/B0JDPRN8A5/headerImg/723549011a26ac31c09d48aede99fdab_2048_2048_80.jpg,https://aos-comment.amap.com/B0JDPRN8A5/comment/111CAF6C_FC1A_4A0C_BA56_1548218D510C_L0_001_1500_200_1759848824776_09316145.jpg,https://aos-comment.amap.com/B0JDPRN8A5/comment/E40235A3_607B_4201_A57A_63EE9FB76EB5_L0_001_1500_200_1759848824776_00034704.jpg"
大董(王府井喜悦购物中心店),"116.410662,39.909977",王府井大街301号喜悦购物中心5层,010-65288802;010-65288803,餐饮服务;中餐厅;特色/地方风味餐厅,050118,东单,北京市,东城区,北京市,0,"{'title': [], 'url': 'https://aos-comment.amap.com/B000A9P8XG/comment/970C81F2_311C_4DC3_BAF6_5F36C3D2FC1C_L0_001_1536_204_1768875882264_91693566.jpg'},{'title': [], 'url': 'http://store.is.autonavi.com/showpic/e26abeadd43b83e2842f291ec8ee3406'},{'title': [], 'url': 'http://store.is.autonavi.com/showpic/0ccdbe687663404c0e2bfea03b9bfc36'}",,"{""cost"": ""321.00"", ""opentime2"": ""11:00-21:30,2026年2月17日至2月23日11:00-21:30,2026年2月16日关闭"", ""rating"": ""4.6"", ""open_time"": [], ""meal_ordering"": ""0""}",116.410662,39.909977,4.6,321.00,"https://aos-comment.amap.com/B000A9P8XG/comment/970C81F2_311C_4DC3_BAF6_5F36C3D2FC1C_L0_001_1536_204_1768875882264_91693566.jpg,http://store.is.autonavi.com/showpic/e26abeadd43b83e2842f291ec8ee3406,http://store.is.autonavi.com/showpic/0ccdbe687663404c0e2bfea03b9bfc36"
百年前门铜锅涮肉(王府井喜悦7店),"116.410544,39.909836",北京城区地铁8号线王府井站E1口出喜悦购物中心B1层,17301286807;17310077112,餐饮服务;餐饮相关场所;餐饮相关,050000,东单,北京市,东城区,北京市,0,"{'title': [], 'url': 'https://aos-comment.amap.com/B0K2J560LO/comment/4D993267_EB44_40B2_A1B3_57D045991066_L0_001_1512_2016_1732077865233_44742208.jpg'},{'title': [], 'url': 'https://aos-comment.amap.com/B0K2J560LO/comment/761AA1CA_18E4_4DD3_B75F_4CCBBC3BCD42_L0_001_1206_103_1767418695789_58276969.jpg'},{'title': [], 'url': 'https://aos-comment.amap.com/B0K2J560LO/comment/content_media_external_file_1000012444_ss__1763279035514_17553116.jpg'}",,"{""cost"": ""64.00"", ""opentime2"": ""10:00-22:00,2026年2月18日至2月23日10:00-22:00,2026年2月16日至2月17日关闭"", ""rating"": ""4.7"", ""open_time"": [], ""meal_ordering"": ""0""}",116.410544,39.909836,4.7,64.00,"https://aos-comment.amap.com/B0K2J560LO/comment/4D993267_EB44_40B2_A1B3_57D045991066_L0_001_1512_2016_1732077865233_44742208.jpg,https://aos-comment.amap.com/B0K2J560LO/comment/761AA1CA_18E4_4DD3_B75F_4CCBBC3BCD42_L0_001_1206_103_1767418695789_58276969.jpg,https://aos-comment.amap.com/B0K2J560LO/comment/content_media_external_file_1000012444_ss__1763279035514_17553116.jpg"
眉州东坡(新活馆店),"116.413403,39.900026",北京城区东打磨厂街7号新世界女子百货F1-F2层,010-53651112,餐饮服务;中餐厅;四川菜(川菜),050102,,北京市,东城区,北京市,0,"{'title': [], 'url': 'http://store.is.autonavi.com/query_pic?id=st9c54501e-38ad-4c75-b97e-eee4c456f310&user=search&operate=original'},{'title': [], 'url': 'https://aos-comment.amap.com/B000A9JR8C/comment/content_media_external_file_100005546_1766476234161_95846312.jpg'},{'title': [], 'url': 'https://aos-comment.amap.com/B000A9JR8C/comment/11a8ff25f1dc0b4a450978e39b62b305_2048_2048_80.jpg'}",,"{""cost"": ""86.00"", ""opentime2"": ""06:00-22:00,2026-02-16至2026-02-2310:00-22:00"", ""rating"": ""4.6"", ""open_time"": ""06:00-22:00 10:00-22:00"", ""meal_ordering"": ""0""}",116.413403,39.900026,4.6,86.00,"http://store.is.autonavi.com/query_pic?id=st9c54501e-38ad-4c75-b97e-eee4c456f310&user=search&operate=original,https://aos-comment.amap.com/B000A9JR8C/comment/content_media_external_file_100005546_1766476234161_95846312.jpg,https://aos-comment.amap.com/B000A9JR8C/comment/11a8ff25f1dc0b4a450978e39b62b305_2048_2048_80.jpg"
丰泽园饭店(王府井店),"116.410710,39.910204",王府井大街301号王府井商厦5层(王府井图书大厦对面蜜雪冰城隔壁电梯上去),010-65211930,餐饮服务;中餐厅;中餐厅,050100,东单,北京市,东城区,北京市,0,"{'title': [], 'url': 'https://aos-comment.amap.com/B0FFJGI45Q/comment/content_media_external_file_100014367_1767741638889_86891922.jpg'},{'title': [], 'url': 'https://aos-comment.amap.com/B0FFJGI45Q/comment/42f6fcde-4d88-4d86-bb4e-c6ca264ab6bc.png'},{'title': [], 'url': 'https://aos-comment.amap.com/B0FFJGI45Q/comment/AD0397A1_BAF2_4CF5_8133_1CB2A11D23B0_L0_001_1560_2080_1727925122406_50811326.jpg'}",,"{""cost"": ""109.00"", ""opentime2"": ""11:00-14:30；16:30-21:30,2026-02-16至2026-02-2310:30-14:30；16:30-21:30,2026年春节期间11:00-14:30；16:30-21:30"", ""rating"": ""4.7"", ""open_time"": [], ""meal_ordering"": ""0""}",116.41071,39.910204,4.7,109.00,"https://aos-comment.amap.com/B0FFJGI45Q/comment/content_media_external_file_100014367_1767741638889_86891922.jpg,https://aos-comment.amap.com/B0FFJGI45Q/comment/42f6fcde-4d88-4d86-bb4e-c6ca264ab6bc.png,https://aos-comment.amap.com/B0FFJGI45Q/comment/AD0397A1_BAF2_4CF5_8133_1CB2A11D23B0_L0_001_1560_2080_1727925122406_50811326.jpg"
